Latitude,Longitude,Altitude (m)
-50.815323,140.36127,8666.042
-50.832314,140.38617,8667.983
-50.820755,140.63922,8689.025
-50.868187,140.35838,8670.223
-50.89202,140.32896,8665.131
-50.91301,140.31764,8662.371
-50.934227,140.30008,8658.092
-50.9551,140.28198,8655.832
-50.975872,140.26776,8653.708
-50.996735,140.25192,8645.969
-51.01777,140.24722,8648.968
-51.038906,140.22876,8649.987
-51.05959,140.20335,8644.095
-51.08023,140.19225,8643.46
-51.100708,140.17538,8646.217
-51.11976,140.1514,8643.402
-51.139515,140.13324,8646.098
-51.159706,140.10431,8647.484
-51.178165,140.08458,8644.878
-51.17997,140.27505,8660.086
-51.216972,140.14877,8644.515
-51.23635,140.15594,8643.682
-51.25284,140.17271,8648.657
-51.30417,139.87132,8624.814
-51.26843,140.35483,8661.771
-51.309864,140.17908,8648.301
-51.327927,140.18736,8646.107
-51.3742,139.95412,8629.214
-51.362488,140.21492,8652.006
-51.382347,140.19708,8652.295
-51.394035,140.25592,8658.593
-51.422947,140.12769,8648.357
-51.43336,140.1481,8650.916
-51.45538,140.11551,8652.998
-51.486782,140.01521,8644.8
-51.493847,140.13298,8655.561
